ST_CASE,STATE,COUNTY,MONTH,YEAR,DAY_WEEK,HOUR,ROAD_FNC,HARM_EV,WRK_ZONE,WEATHER,FATALS,DRUNK_DR,RESPONSE_TIME,HOSP_ARR_TIME,Unnamed: 53,person_count,SPEEDREL,L_STATUS
10359,1,73,6,2014,1,20,2,12,0,1,1,0,,,,2,,
10360,1,13,6,2014,7,15,4,34,0,1,1,0,,,,1,1.0,1.0
10361,1,113,6,2014,6,12,6,5,0,1,1,0,,,,2,,
10362,1,121,7,2014,3,17,6,5,0,1,1,0,,,,1,1.0,
10363,1,73,6,2014,6,18,11,14,0,1,1,0,,,,2,,
10364,1,3,6,2014,4,1,6,53,0,1,1,0,,,,3,1.0,1.0
10365,1,97,7,2014,6,11,11,12,0,1,1,0,,,,5,,
10366,1,105,7,2014,7,18,4,42,0,1,1,1,,,,1,1.0,
10367,1,127,7,2014,7,16,6,42,0,1,1,0,,,,1,1.0,
10368,1,47,6,2014,7,21,3,1,0,1,1,1,,,,1,,
10369,1,21,7,2014,3,13,1,1,0,1,1,0,,,,2,,
10370,1,33,7,2014,4,8,3,12,0,1,1,0,,,,4,,
10371,1,125,7,2014,7,5,1,24,0,1,1,1,,,,4,,1.0
10372,1,97,7,2014,1,20,6,8,0,1,1,0,,,,3,,
10373,1,29,7,2014,7,99,3,42,0,1,1,1,,,,1,,
10374,1,55,7,2014,7,3,16,43,0,1,1,0,,,,1,,
10375,1,19,7,2014,6,12,4,32,0,1,1,0,,,,1,,
10376,1,21,7,2014,5,16,4,8,0,1,1,0,,,,2,,
10377,1,97,7,2014,3,15,13,12,0,1,1,0,,,,2,,1.0
10378,1,73,7,2014,2,5,14,12,0,10,1,0,,,,2,1.0,1.0
10379,1,31,7,2014,1,5,4,42,0,1,1,1,,,,1,1.0,
10380,1,85,7,2014,7,22,6,12,0,1,2,0,,,,3,2.0,1.0
10381,1,31,7,2014,2,16,4,12,0,1,1,0,,,,8,,
10382,1,77,6,2014,3,9,13,12,0,1,1,0,,,,3,,
10383,1,89,5,2014,6,13,2,12,0,1,2,0,,,,3,,
10384,1,115,7,2014,1,0,4,42,0,1,1,1,,,,1,1.0,1.0
10385,1,85,7,2014,1,19,2,1,0,1,1,0,,,,1,,1.0
10386,1,101,7,2014,1,21,15,8,0,1,1,0,,,,2,,
10387,1,1,7,2014,5,20,13,9,0,1,1,1,,,,2,,
10388,1,79,7,2014,6,16,4,30,0,1,1,0,,,,2,,
10389,1,51,7,2014,2,19,6,42,0,1,1,1,,,,1,1.0,
10390,1,129,7,2014,3,21,6,5,0,10,1,0,,,,2,,
10391,1,15,7,2014,4,20,13,8,0,10,1,0,,,,2,,
10392,1,13,7,2014,7,10,6,12,0,1,2,0,,,,2,,
10393,1,29,6,2014,3,19,4,1,0,1,1,1,,,,1,,
10394,1,69,7,2014,4,14,3,42,0,1,1,1,,,,1,,
10395,1,99,7,2014,7,0,4,42,0,1,1,0,,,,1,,
10396,1,39,7,2014,2,19,3,18,0,1,1,0,,,,1,,
10397,1,57,7,2014,6,20,6,12,0,1,1,1,,,,2,,1.0
10398,1,101,7,2014,5,21,16,33,0,1,1,1,,,,2,,1.0
10399,1,47,7,2014,1,21,4,32,0,10,1,1,,,,1,,1.0
10400,1,73,7,2014,5,16,13,30,0,1,1,1,,,,3,,
10401,1,125,7,2014,3,15,1,12,0,10,1,0,,,,5,,
10402,1,99,7,2014,1,19,4,12,0,1,1,0,,,,4,,
10403,1,7,7,2014,6,12,4,12,0,1,2,0,,,,4,,
10404,1,25,7,2014,4,9,3,1,0,1,1,0,,,,1,,
10405,1,125,7,2014,5,14,1,23,0,10,1,0,,,,9,,
10406,1,69,7,2014,6,20,14,8,0,1,1,0,,,,2,,
10407,1,101,7,2014,7,3,4,12,0,1,1,2,,,,3,,1.0
10408,1,9,7,2014,1,19,2,42,0,1,1,0,,,,2,,
10409,1,87,7,2014,7,11,4,35,0,1,1,1,,,,1,1.0,
10410,1,5,7,2014,4,14,4,12,0,1,2,0,,,,3,,
10411,1,73,7,2014,4,23,11,1,0,1,1,0,,,,2,,
10412,1,73,7,2014,1,18,11,12,0,1,1,1,,,,9,,1.0
10413,1,89,7,2014,6,3,4,8,0,1,1,0,,,,2,,
10414,1,41,7,2014,4,16,6,12,0,1,1,0,,,,2,,
10415,1,39,7,2014,4,22,3,8,0,1,1,0,,,,2,,
10416,1,13,7,2014,7,20,3,1,0,1,1,1,,,,1,,
10417,1,77,7,2014,3,8,13,12,0,1,1,0,,,,2,,
10418,1,51,8,2014,1,5,6,8,0,1,1,0,,,,2,,
10419,1,13,8,2014,7,22,5,1,0,1,1,0,,,,1,1.0,
10420,1,97,8,2014,1,13,11,34,0,1,2,1,,,,2,1.0,1.0
10421,1,89,8,2014,5,7,11,12,0,1,1,0,,,,2,,
10422,1,101,8,2014,4,13,11,12,0,10,1,1,,,,2,,
10424,1,3,1,2014,2,19,4,8,0,2,1,0,,,,2,,
10425,1,127,7,2014,6,12,2,12,0,1,1,0,,,,6,,
10426,1,107,8,2014,6,8,2,12,0,10,1,0,,,,2,,
10427,1,107,8,2014,6,22,6,30,0,1,1,1,,,,2,,
10428,1,71,8,2014,7,14,2,9,0,1,1,0,,,,2,,
10429,1,99,7,2014,7,22,6,1,0,1,1,1,,,,2,,
10430,1,83,8,2014,3,17,4,42,0,1,1,1,,,,1,1.0,
10431,1,115,8,2014,4,1,4,42,0,1,1,0,,,,1,1.0,
10432,1,97,8,2014,3,17,11,25,0,10,2,0,,,,2,1.0,
10433,1,69,7,2014,3,16,2,8,0,10,1,0,,,,2,,
10434,1,97,7,2014,2,9,14,8,0,1,1,0,,,,2,,
10435,1,101,8,2014,2,4,13,32,0,10,1,1,,,,1,,
10436,1,9,8,2014,6,12,3,12,0,10,1,0,,,,2,,
10437,1,127,8,2014,7,19,5,41,0,10,1,1,,,,3,1.0,
10438,1,123,8,2014,1,20,4,42,0,1,1,0,,,,4,1.0,
10439,1,73,8,2014,2,10,13,12,0,1,1,0,,,,2,,
10440,1,119,8,2014,6,12,3,34,0,1,1,1,,,,1,,1.0
10441,1,89,8,2014,7,10,2,12,0,10,2,0,,,,3,,
10442,1,43,8,2014,1,17,2,12,0,10,1,0,,,,2,,1.0
10443,1,3,8,2014,3,19,1,1,0,1,1,0,,,,6,,1.0
10444,1,83,8,2014,4,18,4,12,0,1,1,0,,,,4,,
10445,1,73,8,2014,3,23,13,8,0,10,1,0,,,,2,1.0,1.0
10446,1,121,8,2014,3,17,3,12,0,1,1,0,,,,2,,
10447,1,53,8,2014,5,10,6,42,0,1,1,0,,,,1,,1.0
10448,1,117,8,2014,7,16,2,12,0,1,1,0,,,,3,,
10449,1,79,8,2014,7,10,4,12,0,1,1,0,,,,3,,
10450,1,127,8,2014,2,21,3,12,0,10,2,1,,,,3,1.0,
10451,1,95,8,2014,4,2,4,34,0,1,1,0,,,,1,1.0,1.0
10452,1,101,8,2014,4,5,4,9,0,1,1,0,,,,2,,
10453,1,79,8,2014,5,19,4,42,0,1,1,1,,,,1,,1.0
10454,1,73,8,2014,6,22,15,12,0,1,1,0,,,,5,1.0,
10455,1,53,8,2014,5,22,11,8,0,1,1,0,15.0,,,3,,
10456,1,73,8,2014,6,4,11,12,0,1,1,0,,,,2,,1.0
10457,1,97,8,2014,4,9,11,12,4,10,1,0,,,,3,,
10458,1,115,8,2014,7,9,6,1,0,1,1,0,,,,2,,
10459,1,117,8,2014,2,11,5,12,0,10,1,0,,,,3,,
10460,1,49,8,2014,7,17,6,34,0,1,1,1,,,,1,1.0,1.0
10461,1,103,8,2014,7,23,1,8,0,10,1,0,,,,2,,
10462,1,73,7,2014,4,7,14,12,0,1,1,0,,,,2,,
10463,1,1,8,2014,2,15,4,12,0,10,1,0,,,,3,,
10465,1,45,8,2014,4,2,4,52,0,1,1,0,,,,1,,
10466,1,19,8,2014,5,20,2,32,0,1,2,0,,,,2,1.0,
10467,1,73,8,2014,6,15,14,12,0,1,1,0,,,,2,,
10468,1,133,9,2014,2,12,4,42,0,1,1,0,,,,1,,
10469,1,63,8,2014,7,4,4,34,0,1,1,0,,,,1,1.0,1.0
10470,1,47,8,2014,7,10,5,1,0,10,1,0,,,,1,,
10471,1,11,8,2014,7,21,4,1,0,1,1,0,,,,1,,
10472,1,59,8,2014,6,11,4,34,0,1,1,0,9.0,26.0,,1,1.0,
10473,1,3,8,2014,7,1,2,8,0,1,1,0,,,,2,,
10474,1,37,8,2014,4,20,2,35,0,1,1,1,,,,3,1.0,
10475,1,97,8,2014,6,17,2,1,0,10,1,1,,,,1,,
10476,1,81,8,2014,6,21,13,8,0,1,2,1,,,,4,,
10477,1,77,9,2014,2,8,3,9,0,1,1,0,15.0,48.0,,3,,
10478,1,77,8,2014,6,23,6,34,0,1,1,1,,,,4,1.0,1.0
10479,1,115,9,2014,3,22,4,1,0,1,1,1,,,,1,1.0,
10480,1,97,8,2014,5,19,1,18,0,1,1,0,,,,1,,1.0
10481,1,97,8,2014,7,1,13,9,0,10,1,0,,,,2,,
10482,1,51,8,2014,1,17,3,35,1,1,1,0,,,,1,,
10483,1,103,9,2014,2,12,16,33,0,1,1,0,,,,1,,
10484,1,97,9,2014,3,19,2,12,0,1,1,0,,,,6,,1.0
10485,1,73,9,2014,6,22,16,33,0,1,1,0,,,,1,,
10486,1,119,9,2014,7,1,1,1,0,10,1,0,,,,3,,
10487,1,31,9,2014,7,19,6,1,0,1,1,1,,,,1,,1.0
10488,1,73,9,2014,4,13,11,1,0,1,1,0,,,,1,,
10489,1,97,8,2014,1,15,4,58,0,1,1,0,,,,1,,
10490,1,73,9,2014,2,17,15,34,0,1,1,0,,,,1,,
10491,1,83,9,2014,3,20,6,8,0,1,1,0,,,,2,,
10492,1,17,9,2014,7,0,4,1,0,10,1,0,,,,1,1.0,1.0
10493,1,63,9,2014,2,22,4,11,0,1,1,0,,,,1,1.0,
10494,1,89,9,2014,7,2,12,8,0,1,1,0,,,,2,,
10495,1,73,8,2014,4,19,15,42,0,1,1,1,,,,1,,
10496,1,101,9,2014,3,6,4,12,0,10,1,0,,,,2,,
10497,1,47,9,2014,4,18,5,1,0,1,1,1,,,,3,1.0,
10498,1,95,9,2014,3,10,3,12,0,1,1,0,,,,3,,
10499,1,73,9,2014,6,17,14,8,0,10,1,0,,,,2,,
10500,1,21,6,2014,5,7,3,12,0,1,1,0,,,,3,,
10501,1,111,9,2014,1,12,4,12,0,1,1,0,,,,4,,
10502,1,89,9,2014,1,23,13,8,0,1,1,1,,,,4,,1.0
10503,1,49,9,2014,4,0,6,33,0,1,2,0,,,,2,,
10504,1,31,9,2014,1,17,3,1,0,1,1,0,,,,1,1.0,
10505,1,55,9,2014,3,12,2,12,0,1,1,0,,,,3,,
10506,1,97,9,2014,3,21,4,34,0,10,1,1,,,,2,,
10507,1,61,9,2014,1,20,4,1,0,10,1,1,,,,1,,
10508,1,97,9,2014,6,6,13,43,0,10,1,1,,,,1,,
10509,1,53,9,2014,6,20,4,1,1,10,1,1,,,,1,1.0,
10510,1,129,9,2014,7,19,6,1,0,1,1,1,,,,1,,1.0
10511,1,21,9,2014,1,19,3,8,0,1,1,0,,,,2,,1.0
10512,1,49,8,2014,3,18,6,34,0,1,1,1,,,,1,,
10513,1,45,9,2014,3,20,6,8,0,1,1,0,,,,2,,
10514,1,35,9,2014,7,18,1,12,0,1,1,1,,,,2,,
10515,1,73,9,2014,1,17,11,12,0,1,1,0,,,,7,1.0,1.0
10516,1,115,8,2014,1,22,4,42,0,1,1,1,,,,1,1.0,
10517,1,11,9,2014,4,20,3,8,0,1,1,0,,,,2,,1.0
10518,1,125,9,2014,1,2,13,30,0,1,1,1,,,,1,,
10519,1,33,9,2014,4,12,2,9,0,1,1,0,,,,2,,
10520,1,31,9,2014,5,0,3,32,0,1,1,1,,,,1,1.0,
10521,1,77,9,2014,5,23,3,42,0,1,2,1,,,,2,,
10522,1,95,9,2014,5,7,3,12,0,1,1,0,4.0,17.0,,4,,
10523,1,43,9,2014,6,6,3,12,0,1,1,0,13.0,29.0,,2,,
10524,1,121,9,2014,7,3,6,42,0,10,1,1,,,,1,1.0,
10525,1,55,9,2014,7,12,6,19,0,1,1,0,5.0,,,1,,1.0
10526,1,117,9,2014,7,10,3,12,0,10,1,0,11.0,30.0,,4,,
10527,1,89,9,2014,1,9,16,12,0,10,1,0,10.0,43.0,,5,,
10528,1,121,7,2014,6,16,13,12,0,1,1,0,3.0,34.0,,3,,
10529,1,45,9,2014,7,4,6,42,0,10,1,1,13.0,,,1,1.0,1.0
10530,1,125,9,2014,1,0,15,38,0,1,1,1,7.0,,,1,1.0,
10531,1,43,9,2014,1,4,3,52,0,1,1,1,,,,1,,
10532,1,117,9,2014,2,7,3,18,0,10,2,0,,,,2,,1.0
10533,1,73,9,2014,7,14,11,1,0,1,1,0,6.0,25.0,,1,,
10534,1,97,9,2014,4,23,11,8,0,1,1,0,,,,2,,
10535,1,73,9,2014,1,12,15,30,0,1,1,0,,,,2,,
10536,1,21,9,2014,5,12,3,12,0,10,1,0,,,,2,,
10537,1,25,9,2014,5,21,4,1,0,10,1,1,,,,1,1.0,
10538,1,97,9,2014,7,23,4,42,0,1,2,0,,,,4,1.0,
10539,1,109,9,2014,1,16,3,42,0,10,1,1,27.0,37.0,,2,,1.0
10540,1,77,9,2014,2,16,5,1,0,1,1,0,20.0,12.0,,1,,
10541,1,101,10,2014,7,20,2,24,0,1,1,1,,,,1,,1.0
10542,1,125,10,2014,2,13,11,24,0,1,1,0,,,,1,,
10543,1,83,10,2014,3,9,1,24,0,2,1,0,14.0,33.0,,1,,
10544,1,125,10,2014,6,11,11,14,0,1,1,0,7.0,,,2,,
10545,1,51,10,2014,5,1,4,42,0,1,1,1,13.0,46.0,,4,1.0,1.0
10546,1,71,10,2014,2,8,4,32,0,10,1,0,5.0,73.0,,1,,
10547,1,53,10,2014,6,15,4,43,0,1,1,0,9.0,,,1,1.0,
10548,1,113,9,2014,1,18,6,34,0,10,1,0,,,,1,1.0,
10549,1,55,9,2014,6,15,13,12,0,1,1,0,5.0,,,2,1.0,
10550,1,47,9,2014,6,18,5,11,0,1,1,0,29.0,,,3,,
10551,1,95,7,2014,4,23,2,8,0,1,1,0,,,,2,,1.0
10552,1,3,9,2014,4,10,3,12,0,1,1,0,,,,2,,
10553,1,95,10,2014,4,15,4,1,0,1,1,0,,,,1,,
10554,1,7,10,2014,3,7,4,12,0,1,1,0,,,,2,,
10555,1,121,10,2014,1,17,4,24,0,1,1,1,2.0,,,2,,
10556,1,125,10,2014,7,22,1,42,0,1,1,1,,,,3,,
10557,1,125,10,2014,5,3,1,8,0,1,1,0,,,,2,,1.0
10558,1,117,8,2014,6,20,4,8,0,1,1,0,,,,3,,
10559,1,11,9,2014,4,3,3,59,0,5,1,1,,,,1,,1.0
10560,1,71,10,2014,3,5,4,34,0,2,1,0,25.0,47.0,,2,,
10561,1,49,10,2014,5,10,14,17,0,10,1,0,,,,1,,
10562,1,63,10,2014,6,20,4,8,0,1,1,0,18.0,24.0,,2,,1.0
10563,1,69,10,2014,2,7,4,8,0,1,1,0,,,,3,,
10564,1,39,10,2014,2,10,2,12,0,1,2,0,11.0,30.0,,4,,
10565,1,39,10,2014,1,10,2,12,0,1,1,0,,,,3,,
10566,1,97,9,2014,1,15,4,32,0,10,1,0,,,,1,,
10567,1,51,10,2014,4,2,4,42,0,1,1,0,21.0,,,1,1.0,
10568,1,95,9,2014,6,15,2,12,0,1,1,0,0.0,45.0,,2,,
10569,1,25,10,2014,2,20,2,59,0,1,1,1,,,,1,1.0,
10570,1,81,10,2014,2,15,11,12,1,1,1,0,,,,4,,
10571,1,77,9,2014,4,8,3,8,0,1,1,0,,,,2,,1.0
10572,1,97,10,2014,7,4,3,8,0,1,1,0,,,,3,,
10573,1,79,10,2014,7,13,4,38,0,1,1,0,,,,1,,
10574,1,53,10,2014,7,18,2,12,0,10,1,1,,,,4,,1.0
10575,1,41,10,2014,7,21,2,11,0,1,1,0,3.0,12.0,,3,,
10576,1,109,10,2014,3,10,3,12,0,10,1,0,,,,2,,
10577,1,119,10,2014,7,18,3,34,0,1,1,1,,,,1,1.0,
10578,1,117,10,2014,1,5,3,30,0,1,1,1,8.0,45.0,,2,,1.0
10579,1,89,10,2014,4,19,15,12,0,1,1,0,5.0,20.0,,2,,1.0
10580,1,101,10,2014,1,11,13,8,0,1,1,1,8.0,,,3,,
10581,1,73,10,2014,4,4,4,42,0,1,1,0,,,,1,,1.0
10582,1,39,10,2014,2,18,4,12,0,10,2,0,,,,6,1.0,
10583,1,69,10,2014,1,20,3,38,0,1,1,1,,,,2,1.0,1.0
10584,1,47,10,2014,7,11,16,34,0,1,1,1,,,,2,,
10585,1,23,10,2014,7,21,6,42,0,1,1,1,,,,3,1.0,
10586,1,59,10,2014,4,20,2,12,0,1,2,0,,,,2,,
10587,1,113,10,2014,1,16,4,1,0,1,2,1,,,,4,1.0,
10588,1,87,10,2014,7,3,4,32,0,1,1,0,,,,1,1.0,
10589,1,125,10,2014,7,17,5,11,0,1,1,0,,,,1,,
10590,1,129,10,2014,2,11,4,18,0,1,2,1,,,,2,1.0,1.0
10591,1,35,10,2014,3,17,4,12,0,1,1,1,12.0,17.0,,4,,
10592,1,19,10,2014,4,18,4,8,0,1,1,0,30.0,48.0,,2,,
10593,1,83,11,2014,7,23,6,42,0,1,1,1,,,,2,,
10594,1,117,10,2014,6,18,14,32,0,1,1,1,,,,1,,
10595,1,95,10,2014,4,17,2,12,0,1,1,0,,,,2,,
10596,1,51,10,2014,6,6,13,12,0,1,1,0,,,,2,,
10597,1,83,10,2014,6,16,2,12,0,2,1,0,,,,3,,
10598,1,81,10,2014,6,21,16,18,0,8,1,1,,,,5,,
10599,1,97,11,2014,7,10,6,1,0,1,1,0,,,,1,,
10600,1,3,11,2014,7,14,2,1,0,1,1,0,,,,1,,
10601,1,33,11,2014,1,2,14,30,0,1,3,0,,,,3,1.0,
10602,1,15,11,2014,3,23,6,35,0,10,1,0,,,,1,,
10603,1,123,11,2014,4,10,6,34,0,10,1,0,,,,1,1.0,
10604,1,115,11,2014,4,18,4,12,0,1,1,0,,,,3,,1.0
10605,1,103,11,2014,4,16,14,8,0,2,1,0,,,,2,1.0,
10606,1,73,11,2014,6,18,14,8,0,1,1,0,,,,2,,1.0
10607,1,89,11,2014,7,17,2,12,0,1,1,0,,,,3,,
10608,1,15,11,2014,1,5,15,52,0,1,1,1,,,,2,,
10609,1,97,11,2014,2,7,14,12,0,1,2,0,,,,2,,
10610,1,97,11,2014,2,21,14,42,0,10,2,1,,,,2,1.0,1.0
10612,1,3,10,2014,4,13,4,23,0,1,1,0,,,,2,,
10613,1,125,10,2014,4,21,14,23,0,1,1,1,13.0,,,3,1.0,
10614,1,69,10,2014,7,7,13,12,0,1,1,0,,,,4,,
10615,1,63,10,2014,4,8,2,12,0,1,1,0,14.0,,,3,,1.0
10616,1,21,10,2014,3,6,14,34,0,5,1,0,,,,1,1.0,
10617,1,65,11,2014,1,22,3,12,0,1,3,0,,,,5,1.0,
10618,1,97,11,2014,1,17,4,8,0,1,1,0,,,,3,,1.0
10619,1,97,11,2014,3,23,4,42,0,1,1,0,,,,1,,
10620,1,129,11,2014,4,3,2,1,0,1,1,1,,,,1,,
10621,1,15,11,2014,4,4,6,59,0,1,1,1,,,,2,1.0,1.0
10622,1,119,11,2014,5,21,3,12,0,1,1,0,,,,2,,
10623,1,89,11,2014,7,0,16,8,0,1,1,0,,,,2,,
10624,1,73,11,2014,3,3,16,24,0,1,1,0,,,,1,,
10625,1,89,11,2014,4,18,12,8,0,1,1,0,,,,3,,
10626,1,73,11,2014,7,4,11,12,0,1,1,1,,,,4,,
10627,1,53,10,2014,1,21,13,12,0,1,1,0,,,,2,,
10628,1,69,10,2014,4,20,13,12,0,1,1,0,,,,7,,
10629,1,95,11,2014,7,13,4,12,0,1,1,0,,,,4,,
10630,1,75,11,2014,2,8,3,58,0,10,1,0,,,,1,,
10631,1,101,11,2014,3,10,15,34,0,1,1,0,,,,1,,
10632,1,121,11,2014,3,22,2,30,0,1,1,0,,,,1,1.0,1.0
10633,1,117,11,2014,3,23,14,1,0,1,1,0,,,,1,,
10634,1,3,11,2014,6,5,4,32,0,1,1,1,,,,1,1.0,
10635,1,37,11,2014,7,8,2,12,0,1,1,0,,,,2,,
10636,1,121,11,2014,1,19,14,8,0,10,1,0,,,,2,,
10637,1,97,11,2014,1,4,11,12,0,1,1,0,11.0,,,2,,1.0
10638,1,13,11,2014,1,3,1,57,0,2,1,0,6.0,,,2,,
10639,1,73,11,2014,2,19,11,12,0,1,1,0,,,,5,,
10640,1,97,8,2014,6,22,2,12,0,1,1,1,,,,2,1.0,1.0
10641,1,65,11,2014,2,21,3,11,0,1,1,1,,,,1,,
10642,1,83,10,2014,4,12,13,12,0,1,1,0,,,,2,,
10643,1,21,11,2014,4,12,4,42,0,1,1,0,9.0,17.0,,1,1.0,
10644,1,61,11,2014,5,19,4,53,0,1,1,1,,,,1,,
10645,1,51,11,2014,6,14,5,42,0,1,1,0,6.0,,,1,1.0,
10646,1,125,11,2014,7,1,2,53,0,1,1,1,,,,1,1.0,
10647,1,37,11,2014,7,22,4,24,0,2,1,1,,,,2,1.0,1.0
10648,1,101,11,2014,7,22,14,12,0,2,1,0,,,,5,,1.0
10649,1,125,11,2014,1,0,4,34,0,2,1,0,12.0,26.0,,1,1.0,
10650,1,117,11,2014,2,8,14,12,0,10,1,0,3.0,,,2,,
10651,1,125,11,2014,3,13,2,12,0,10,2,0,,,,2,,
10652,1,51,11,2014,1,19,4,12,0,10,4,0,,,,5,1.0,
10653,1,101,11,2014,5,12,15,12,0,10,2,1,,,,6,,1.0
10654,1,89,11,2014,5,15,6,12,0,1,1,0,,,,5,,
10655,1,89,11,2014,5,14,14,12,0,1,1,0,,,,2,,
10656,1,47,11,2014,6,21,4,30,0,1,1,1,,,,1,1.0,1.0
10657,1,87,11,2014,1,9,6,1,0,1,1,0,,,,1,1.0,1.0
10659,1,73,12,2014,7,2,11,42,0,2,2,0,12.0,,,2,1.0,
10660,1,113,11,2014,6,13,4,12,0,1,1,0,,,,4,,
10661,1,107,11,2014,1,18,4,12,0,2,1,2,14.0,,,3,,1.0
10662,1,43,11,2014,4,6,2,12,0,1,1,0,9.0,43.0,,2,,1.0
10663,1,13,11,2014,1,0,14,42,0,1,1,1,8.0,,,1,1.0,
10664,1,35,11,2014,2,9,2,42,0,1,1,0,31.0,41.0,,3,,
10665,1,97,11,2014,3,18,13,8,0,1,1,0,,,,5,1.0,1.0
10666,1,69,11,2014,3,19,13,12,0,2,1,0,15.0,20.0,,6,,
10667,1,63,11,2014,7,17,4,12,0,1,2,0,,,,5,,
10668,1,43,12,2014,3,8,4,42,0,2,1,0,,,,1,1.0,
10669,1,53,12,2014,5,1,4,1,0,10,1,1,11.0,35.0,,2,1.0,
10670,1,73,12,2014,5,7,13,24,0,10,1,0,3.0,29.0,,3,,
10671,1,55,12,2014,6,10,4,34,0,10,1,0,7.0,,,1,,
10672,1,11,12,2014,1,0,4,42,0,1,1,1,,,,1,,
10673,1,3,12,2014,1,6,13,32,0,1,1,0,2.0,,,1,,1.0
10674,1,95,12,2014,1,1,16,42,0,99,1,1,,,,1,,
10675,1,89,12,2014,3,21,15,42,0,1,1,1,,,,1,,
10676,1,97,12,2014,5,5,13,12,0,1,1,1,5.0,29.0,,2,,1.0
10677,1,79,12,2014,1,3,2,34,0,10,1,1,,,,1,,1.0
10678,1,1,11,2014,7,18,1,34,0,1,1,0,14.0,,,1,,
10679,1,73,12,2014,6,14,11,24,0,1,1,0,1.0,34.0,,2,,
10680,1,3,12,2014,7,17,1,8,0,1,1,0,24.0,38.0,,2,,
10681,1,95,6,2014,1,23,16,8,0,10,1,1,,,,3,,
10682,1,51,12,2014,5,2,14,33,0,5,1,1,,,,1,,1.0
10683,1,59,12,2014,5,23,4,11,0,1,1,0,,,,2,,
10684,1,113,12,2014,6,17,3,42,0,1,1,0,9.0,27.0,,1,1.0,
10685,1,39,12,2014,2,18,4,12,0,1,1,1,7.0,48.0,,3,,
10686,1,107,12,2014,5,10,4,32,0,1,1,1,3.0,19.0,,2,,1.0
10687,1,103,12,2014,6,16,13,58,0,1,1,0,6.0,,,1,,
10688,1,97,12,2014,6,22,11,12,0,1,1,1,,,,2,1.0,
10689,1,97,12,2014,6,22,13,8,0,1,1,0,,,,2,,
10690,1,97,12,2014,7,0,16,35,0,1,1,1,10.0,,,1,,
10691,1,41,12,2014,1,13,14,24,0,1,1,0,,,,5,,
10692,1,121,12,2014,2,17,2,42,0,10,1,0,7.0,,,1,,
10693,1,15,12,2014,3,1,16,34,0,10,1,0,,,,1,,
10694,1,71,12,2014,2,17,14,8,0,2,1,0,,,,2,,
10695,1,121,12,2014,4,13,6,34,0,1,2,0,,,,3,1.0,
10696,1,87,12,2014,1,0,16,53,0,1,2,1,9.0,88.0,,5,,
10697,1,101,11,2014,3,21,15,8,0,1,1,0,,,,2,,
10698,1,101,12,2014,2,9,14,32,0,1,1,0,4.0,25.0,,5,1.0,1.0
10699,1,49,12,2014,3,23,11,12,0,1,1,0,,,,2,,1.0
10700,1,97,12,2014,5,20,11,12,0,10,1,0,,,,8,,
10701,1,103,12,2014,5,0,16,8,0,10,1,0,,,,2,,
10702,1,77,12,2014,2,22,5,42,0,1,1,0,,,,4,1.0,
10703,1,3,12,2014,3,17,2,12,0,1,1,0,,,,3,,
10704,1,25,12,2014,6,21,2,12,0,1,1,1,,,,3,,
10705,1,51,12,2014,3,15,4,12,0,1,1,0,,,,3,,
10706,1,97,12,2014,3,19,13,8,0,1,1,0,,,,2,,
10707,1,97,12,2014,3,17,14,12,0,1,1,0,,,,2,,1.0
10708,1,43,12,2014,6,12,13,12,0,1,1,0,,,,3,,
10709,1,121,12,2014,6,21,4,12,0,2,1,0,,,,2,1.0,
10710,1,97,12,2014,6,23,14,8,0,2,1,0,,,,2,,1.0
10711,1,91,12,2014,7,2,4,8,0,2,1,0,,,,2,,
10712,1,97,12,2014,7,11,16,59,0,2,1,0,,,,1,,
10713,1,117,12,2014,1,21,13,8,0,10,1,0,,,,2,,
10714,1,73,12,2014,5,5,15,8,0,1,1,0,,,,2,,
10715,1,125,12,2014,3,17,13,12,0,2,1,0,,,,2,,
10716,1,111,12,2014,7,17,5,42,0,2,1,0,,,,2,1.0,
10717,1,73,12,2014,2,19,14,8,0,1,1,0,,,,2,,
10718,1,113,12,2014,5,16,13,12,0,1,2,0,,,,5,,1.0
10719,1,97,12,2014,4,2,11,12,0,1,1,0,,,,7,,
10720,1,69,12,2014,5,1,13,33,0,1,1,0,,,,2,1.0,
10721,1,101,12,2014,3,8,14,12,0,1,1,0,,,,4,,
10722,1,91,12,2014,3,0,2,8,0,10,1,0,,,,2,,1.0
10723,1,115,12,2014,5,23,6,5,0,1,1,1,,,,3,,
10724,1,37,12,2014,1,8,2,42,0,10,1,0,,,,1,,
10725,1,73,11,2014,7,19,13,8,0,1,1,0,,,,6,,3.0
10726,1,35,12,2014,4,17,4,35,0,10,1,1,,,,1,,1.0
10727,1,69,12,2014,6,2,14,33,0,1,1,1,,,,2,,
10728,1,69,12,2014,7,3,3,38,0,1,1,0,,,,1,,
10729,1,91,12,2014,2,10,3,42,0,1,1,0,,,,1,,
10730,1,83,12,2014,2,17,6,42,0,1,1,1,,,,1,,1.0
10731,1,73,12,2014,6,14,16,10,0,10,1,1,,,,1,,
10732,1,81,11,2014,7,14,16,15,0,10,1,0,,,,2,,
10733,1,37,12,2014,4,0,2,12,0,1,3,0,,,,4,1.0,1.0
10734,1,69,12,2014,3,5,2,12,0,5,1,0,,,,2,1.0,
